Sample,Sample_Name,Source,Label,type,alpha-pinene,beta-pinene,myrcene,alpha-phellandrene,delta-3-carene,ocimene,gamma-terpinene,terpinolene*,linalool,limonene*,fenchol,sabinene hydrate*,camphor,borneol,terpineol,unidentified compound 1,delta-guaiene*,caryophyllene,alpha-humulene,gamma-cadinene*,eudesma*,unidentified compound 2,alpha-guaiene*,gamma-selinene*,gurjunen*,caryophyllene oxide,bergamotene*,farnesene,aromadendrene,gamma-elemene*,guaiol*,gamma-eudesmol*,beta-eudesmol,alpha-bisabolol,THC,CBG,CBC,THCV,CBD,CBGM*,chemical total,monoterpenes,sesquiterpenes,cannabinoids,alpha-pinene norm,beta-pinene norm,myrcene norm,alpha-phellandrene norm,delta-3-carene norm,ocimene norm,gamma-terpinene norm,terpinolene* norm,linalool norm,limonene* norm,fenchol norm,sabinene hydrate* norm,camphor norm,borneol norm,terpineol norm,unidentified compund 1 norm,delta-guaiene* norm,caryophyllene norm,alpha-humulene norm,gamma-cadinene* norm,eudesma* norm,unidentified compound 2 norm,alpha-guaiene* norm,gamma-selinene* norm,gurjunen* norm,caryophyllene oxide norm,bergamotene* norm,farnesene norm,aromadendrene norm,gamma-elemene* norm,guaiol* norm,gamma-eudesmol* norm,beta-eudesmol norm,alpha-bisabolol norm,THC norm,CBG norm,CBC norm,THCV norm,CBD norm,CBGM* norm
167,B40,HempFlax,hi,4,1.305425798,1.276406193,7.09251596,0.11326204,0.28492636,1.093502287,0.113469509,1.730196053,0.101789053,1.593609408,0.081374188,0.119361603,0,0,0.721102176,0.06727186,0,0.217662704,0.083741318,0,0.097631822,0,0,0.131217965,0,0,0,0,0,0.23703473,0.206475621,0.220415912,0.128390078,0.181398033,131.056225,2.13518204,1.309011418,0.618764898,0.569645677,0.086703938,152.9737137,15.62694063,1.571240043,135.775533,0.083536876,0.081679852,0.453864651,0.00724787,0.018233023,0.069975455,0.007261147,0.110718796,0.00651369,0.101978336,0.005207301,0.007638194,0,0,0.046144808,0.042814502,0,0.13852925,0.053296324,0,0.062136796,0,0,0.083512361,0,0,0,0,0,0.150858381,0.131409342,0.140281501,0.08171258,0.115448963,0.965241838,0.015725823,0.009640996,0.004557264,0.004195496,0.000638583
168,B41,HempFlax,h,3,0,0.200409062,14.1232711,0,0,0.297629697,0,0,0.666248937,0.515822144,0,0,0,0,0.070749551,0,0,0.642276092,0.226350068,0.11034537,0.11884588,0,0.175439156,0.121640989,0,0,0,0.294238962,0.195258321,0.413223062,0,0.082071769,0,0.062252604,157.6683388,5.835778474,1.239205239,1.021113586,0.543059839,0.091764149,184.7153328,15.87413049,2.441942271,166.3992601,0,0.012624884,0.889703603,0,0,0.018749354,0,0,0.041970736,0.032494513,0,0,0,0,0.004456909,0,0,0.26301854,0.092692637,0.045187542,0.048668587,0,0.071844105,0.049813212,0,0,0,0.120493824,0.079960253,0.169219013,0,0.033609217,0,0.025493069,0.947530288,0.03507094,0.00744718,0.006136527,0.003263595,0.00055147
169,B42,HempFlax,h,3,0,0.214151374,12.94863008,0,0,0.756733274,0,0,0,0.693917069,0,0,0,0,0.062816205,0,0,0.821256561,0.216349855,0.199865189,0.290255228,0,0,0.315037351,0,0,0,0,0.446418556,0.507156329,0,0.139568413,0,0.249098688,161.4762848,2.78416006,1.984913467,1.044274241,0.544642668,0.163078559,185.8586079,14.67624801,3.185006169,167.9973538,0,0.014591698,0.882284769,0,0,0.051561767,0,0,0,0.04728164,0,0,0,0,0.004280127,0,0,0.257850854,0.067927609,0.0627519,0.091131763,0,0,0.098912635,0,0,0,0,0.14016254,0.159232448,0,0.043820453,0,0.078209798,0.961183502,0.016572642,0.011815147,0.006216016,0.003241972,0.000970721
170,B43,HempFlax,h,3,0.80436549,1.386140559,5.533898849,0.142591292,0.450658591,2.316209691,0.216690728,1.979487814,0.145459996,1.802699279,0.071328103,0.265263945,0.068491857,0,0.724398819,0.1724204,0.027536457,1.210288392,0.369654765,0.175267511,0.164315239,0,0.249148616,0.210877973,0,0,0,0.328568167,0.219014289,0.531216359,0,0.150578166,0,0.087587023,195.3655233,10.05177711,2.228167665,1.380408108,0.636571205,0.140722048,229.6073278,15.90768501,3.896473356,209.8031694,0.050564585,0.087136535,0.347875813,0.008963673,0.028329615,0.14560319,0.013621764,0.124435945,0.009144008,0.11332254,0.004483877,0.016675207,0.004305583,0,0.045537664,0.044250373,0.00706702,0.310611233,0.09486906,0.044981062,0.042170246,0,0.063942081,0.054120214,0,0,0,0.0843245,0.056208337,0.136332604,0,0.038644731,0,0.022478538,0.931184804,0.047910511,0.010620276,0.006579539,0.003034135,0.000670734
171,B44,HempFlax,hi,4,0,0.225147825,10.60276668,0,0,0.744182232,0,0,0,0.851209675,0,0,0,0,0.071382468,0,0,0.846209374,0.226694585,0.181902279,0.268895932,0,0,0.318941205,0,0,0,0,0.450780449,0.46126862,0,0.134430204,0,0.203002952,143.9919422,2.753475063,1.749566715,0.897691396,0.481049295,0.106889173,165.5674283,12.49468888,3.092125601,149.9806139,0,0.018019482,0.848581888,0,0,0.059559885,0,0,0,0.06812572,0,0,0,0,0.005713025,0,0,0.273665913,0.073313511,0.058827584,0.086961517,0,0,0.103146264,0,0,0,0,0.145783357,0.149175254,0,0.043475014,0,0.065651587,0.960070362,0.018358873,0.011665286,0.005985383,0.00320741,0.000712687
172,B45,HempFlax,hi,4,0,0.264145823,12.39232781,0,0,0.642648904,0,0,0,1.053967604,0,0,0,0,0.095268879,0,0,1.01667516,0.263968256,0.146250113,0.216822873,0,0,0.263926737,0,0,0,0,0.436447154,0.384238695,0,0.130645702,0,0.232510321,156.6282846,2.525935369,1.731414589,0.950525018,0.551315203,0.112978058,180.0402969,14.44835902,3.091485011,162.5004529,0,0.018282064,0.857697943,0,0,0.044479024,0,0,0,0.072947219,0,0,0,0,0.006593751,0,0,0.328863041,0.085385585,0.047307398,0.070135508,0,0,0.085372155,0,0,0,0,0.141177186,0.124289361,0,0.042259853,0,0.075209914,0.963863681,0.015544174,0.010654829,0.005849368,0.003392699,0.000695248
173,B46,HempFlax,hi,4,2.056922175,1.134409686,11.2593054,0,0,0.308336364,0,0,0.145847721,1.500712393,0.132138505,0.115616248,0.074369936,0,0.187291807,0,0,0.285434537,0.116265645,0.063476303,0.060814055,0,0.071349142,0.118927893,0,0,0,0,0,0.309432738,0.174493388,0.208874803,0.121628109,0.095233438,111.0175131,1.225051464,1.278567239,0.721613142,0.632368863,1.239702113,134.6556962,16.91495024,1.625930051,116.1148159,0.121603797,0.067065505,0.665642242,0,0,0.01822863,0,0,0.008622415,0.088721065,0.007811936,0.006835152,0.004396698,0,0.01107256,0,0,0.175551548,0.071507163,0.039039996,0.037402627,0,0.043882049,0.073144532,0,0,0,0,0,0.190311224,0.107319124,0.128464815,0.074805253,0.05857167,0.956101185,0.010550346,0.011011233,0.006214652,0.005446065,0.01067652
174,B47,HempFlax,hi,4,1.643982811,0.993518618,12.07592484,0,0,0.170153331,0,0,0.137214837,1.652170637,0.128992347,0.098801616,0.085076666,0,0.172901095,0,0,0.292416015,0.113268503,0.079033514,0.08167107,0,0.081664415,0.13961079,0,0,0,0,0,0.395194188,0.194946228,0.229187873,0.12908053,0.113268503,110.9097401,0.90099872,1.239146847,0.75849226,0.569773972,1.321117971,134.7073483,17.1587368,1.849341628,115.6992699,0.095810247,0.057901618,0.703777031,0,0,0.009916425,0,0,0.007996791,0.096287428,0.00751759,0.005758094,0.004958213,0,0.010076563,0,0,0.158118981,0.061248015,0.042736027,0.04416224,0,0.044158642,0.075492158,0,0,0,0,0,0.213694529,0.105413854,0.12392944,0.069798099,0.061248015,0.95860363,0.007787419,0.010710066,0.006555722,0.004924612,0.011418551
175,B48,HempFlax,hi,4,8.877289189,3.569820106,7.550208328,0,0,0.513033501,0,0,0.09319905,1.950370579,0.145400401,0.120723273,0.030302045,0.030302045,0.348257617,0,0,0.853255436,0.250205838,0,0,0,0.136813621,0,0,0,0,0.242117951,0.144857178,0,0,0,0,0,115.5230587,3.264247418,1.899562261,4.705227604,0.494893069,0.096053362,150.8391985,23.22890613,1.627250025,125.9830424,0.382165615,0.153680078,0.325035035,0,0,0.022085995,0,0,0.004012201,0.083963083,0.00625946,0.005197114,0.001304497,0.001304497,0.014992424,0,0,0.524354231,0.153759923,0,0,0,0.084076582,0,0,0,0,0.148789644,0.08901962,0,0,0,0,0,0.916973082,0.025910213,0.01507792,0.037348103,0.003928251,0.000762431
176,B49,HempFlax,h,3,1.747418721,1.641050278,5.163176759,0.134739347,0.375528413,1.934514057,0.191808856,2.060203445,0.10272781,2.309140168,0.14069185,0.29235049,0.02679973,0.032752233,0.71904529,0.132523902,0,1.10554796,0.358178648,0.142387248,0.131907712,0,0.210267236,0.181448512,0,0,0,0.25676156,0.21003024,0.504668084,0,0.11156483,0,0,173.2555392,8.055570839,2.009850561,1.631927155,0.659604073,0.168378198,205.9981034,16.87194745,3.345285934,185.78087,0.103569474,0.097265018,0.306021387,0.007985998,0.022257562,0.114658611,0.011368507,0.122108218,0.006088675,0.136862693,0.008338803,0.017327608,0.001588419,0.001941224,0.0426178,0.03961512,0,0.330479362,0.107069666,0.042563551,0.039430923,0,0.062854787,0.054240061,0,0,0,0.076753248,0.062783943,0.150859476,0,0.033349864,0,0,0.932580083,0.043360605,0.010818394,0.008784151,0.003550441,0.000906327
177,B50,HempFlax,h,3,0.304566504,0.642936846,6.095228171,0,0,0,0,0,0.558323513,2.354386433,0.259439393,0.202989009,0.059250081,0.062008282,1.057562925,0,0,3.086506612,1.345399717,0.135366109,0.092128616,0,0.503601757,0.273499287,0,0,0,0.676950038,0.397876784,0.42230243,0,0.230142301,0,0,167.50759,5.368151444,2.298449312,1.273160959,0.559866904,0.105935231,195.8736187,11.59669116,7.163773651,177.1131538,0.026263225,0.055441405,0.525600629,0,0,0,0,0,0.04814507,0.203022259,0.022371846,0.017504045,0.005109223,0.005347067,0.091195231,0,0,0.430849265,0.187806006,0.018895922,0.012860347,0,0.07029839,0.038178103,0,0,0,0.094496291,0.055540111,0.058949717,0,0.032125848,0,0,0.945765949,0.030309163,0.012977293,0.007188404,0.003161069,0.000598122
178,B51,HempFlax,h,3,1.052829638,1.09699567,7.139736231,0.118455862,0.237051563,0.890347584,0.11024028,1.584127192,0.146085851,1.72273162,0.143242445,0.190181964,0,0,0.264401873,0.071511563,0,0.251302796,0.081992767,0.132273461,0.140193089,0,0.126881849,0.306874429,0,0,0,0.07403958,0,0.57111933,0.711580881,0.703627695,0.44440527,0.132239903,129.5743352,5.453392132,1.226668876,0.822577265,0.554276523,0.790372105,156.8660925,14.69642777,3.748042613,138.4216221,0.071638473,0.074643695,0.485814399,0.008060181,0.016129876,0.060582585,0.007501162,0.107789948,0.009940229,0.117221113,0.009746753,0.012940693,0,0,0.017990894,0.019079709,0,0.067049077,0.021876156,0.035291344,0.037404348,0,0.03385283,0.081875918,0,0,0,0.019754199,0,0.152378025,0.189854,0.187732042,0.118569962,0.03528239,0.936084502,0.039396967,0.00886183,0.005942549,0.004004263,0.005709889
179,B52,HempFlax,hi,4,9.610241252,3.821386287,5.636703706,0,0,0.680458769,0,0.071690726,0.057509068,2.077596587,0.181818635,0.143283647,0,0.060638813,0.360735736,0,0,1.057828803,0.290908397,0,0,0,0.113659563,0,0,0,0,0.198215769,0.142856802,0,0,0,0,0,126.5925297,4.031769533,1.347363531,5.110447127,0.560890353,0.107229038,162.2557619,22.70206323,1.803469335,137.7502293,0.423320169,0.168327709,0.248290371,0,0,0.029973433,0,0.003157895,0.002533209,0.091515761,0.008008904,0.006311481,0,0.002671071,0.015889998,0,0,0.586552143,0.161304876,0,0,0,0.063022731,0,0,0,0,0.109908034,0.079212216,0,0,0,0,0,0.919000501,0.029268696,0.009781207,0.037099373,0.004071793,0.000778431
180,B53,HempFlax,hi,4,6.446010768,2.817717282,6.782372322,0,0,0.314305059,0,0,0.253649697,2.332474384,0.192994334,0.148881344,0,0.055141238,0.121310724,0,0,1.053299761,0.296405963,0,0.280527072,0,0.121738163,0.1164452,0,0,0,0.052929636,0.386386345,0,0,0.100566309,0,0.381093381,100.2402973,3.176553566,2.196400776,5.322873543,0.407800796,0.164551198,133.7627262,19.46485715,2.78939183,111.5084772,0.331161473,0.144759207,0.348441926,0,0,0.016147309,0,0,0.013031161,0.119830028,0.009915014,0.007648725,0,0.002832861,0.006232295,0,0,0.377609108,0.10626186,0,0.10056926,0,0.043643264,0.041745731,0,0,0,0.018975332,0.138519924,0,0,0.036053131,0,0.136622391,0.898947774,0.028487104,0.019697164,0.047735147,0.003657128,0.001475683
181,B54,HempFlax,h,3,0.701480666,1.198592949,4.601050353,0.127039806,0.375595947,1.634947064,0.171227564,1.679134823,0.149133685,2.220434864,0.115992866,0.237509202,0,0,0.911372519,0.159058042,0,0.567307018,0.206775455,0.090132891,0.095434825,0,0.222681259,0.11134063,0,0,0,0.265096737,0.227983194,0.392343171,0,0.116642564,0,0.143152238,160.9028423,4.006088048,1.662634038,0.988980591,0.659320394,0.100331364,185.0416571,14.12351231,2.597948027,168.3201967,0.049667579,0.084865076,0.32577239,0.008994916,0.026593664,0.115760657,0.012123582,0.118889323,0.010559249,0.157215487,0.008212749,0.016816582,0,0,0.064528745,0.06122449,0,0.218367347,0.079591837,0.034693878,0.036734694,0,0.085714286,0.042857143,0,0,0,0.102040816,0.087755102,0.151020408,0,0.044897959,0,0.055102041,0.955933069,0.0238004,0.009877805,0.005875591,0.003917061,0.000596074
182,B55,HempFlax,h,3,0.702287511,1.220744983,4.440498004,0.172549192,0.378629427,1.939112718,0.172798391,2.76692705,0.087817089,2.002902919,0.128858697,0.211253411,0,0,0.652738543,0.110618401,0,0.884588405,0.284472947,0.16302615,0.162846748,0,0.192251078,0.226082892,0,0,0,0.239334331,0.228984343,0.712499094,0,0.121087991,0,0.071163087,174.5815487,8.573673854,1.893149063,1.142269759,0.626143897,0.117538384,205.2083971,14.87711793,3.396955469,186.9343237,0.047205884,0.082055206,0.298478376,0.011598294,0.025450455,0.130341961,0.011615045,0.185985422,0.005902829,0.134629767,0.008661536,0.014199888,0,0,0.043875336,0.032563983,0,0.260406241,0.083743502,0.047991842,0.047939029,0,0.056595113,0.066554564,0,0,0,0.07045554,0.067408697,0.209746375,0,0.035646034,0,0.020949079,0.933919172,0.045864631,0.010127349,0.006110541,0.003349539,0.000628768
183,B57,HempFlax,hi,4,0,0.083918812,0.643377557,0,0,0,0,0,0,0.212594323,0,0,0,0,0,0,0,0.6927558,0.2040676,0.107404,0.134255,0,0,0.080553,0,0,0,0.053702,0.0698126,0.3007312,0,0,0,0.0698126,19.22855826,0.370198743,1.016231845,0.544409917,0,0,23.81238326,0.939890691,1.713093801,21.15939877,0,0.089285714,0.68452381,0,0,0,0,0,0,0.226190476,0,0,0,0,0,0,0,0.404388715,0.119122257,0.062695925,0.078369906,0,0,0.047021944,0,0,0,0.031347962,0.040752351,0.175548589,0,0,0,0.040752351,0.908747856,0.017495712,0.048027444,0.025728988,0,0
184,B61,HempFlax,h,3,0,0.244352015,7.723032636,0,0,0.296508632,0,0,0.27181577,0.870319309,0.065900059,0.027477632,0,0,1.024059899,0,0,1.091046827,0.376877457,0.07116073,0.113334985,0,0.263538031,0.179229484,0,0,0,0.390038595,0.25827624,0.295197585,0,0.142312579,0,0.16075327,119.7439367,2.415193043,1.200442243,0.452406055,0.44529379,0.324151216,138.4466548,10.52346595,3.341765782,124.5814231,0,0.023219728,0.733886789,0,0,0.028175948,0,0,0.025829491,0.082702725,0.006262201,0.002611082,0,0,0.097312036,0,0,0.32648812,0.112777939,0.02129435,0.0339147,0,0.07886191,0.053633167,0,0,0,0.116716317,0.077287355,0.088335809,0,0.042586042,0,0.04810429,0.961170083,0.019386462,0.009635805,0.003631409,0.003574319,0.002601923
185,B62,HempFlax,h,3,0.940224571,1.598720958,3.043770973,0.460744635,0.539276042,3.472762731,0.268338743,9.191753594,0.279154418,3.325424784,0.211339523,0.222155198,0,0.062320289,0.788532408,0,0,1.631792028,0.41644129,0,0.062457865,0,0.291358983,0.798719074,0,0,0,0.556798959,0.359138671,0,0,0.057231229,0,0.054641708,195.4382912,23.14653717,2.243586059,0.819408166,0.699822138,0.154652432,251.1353958,24.40451887,4.228579807,222.5022972,0.038526659,0.065509218,0.124721614,0.01887948,0.022097385,0.142299988,0.010995453,0.376641459,0.011438636,0.136262665,0.008659852,0.009103035,0,0.002553637,0.032310918,0,0,0.385895999,0.098482542,0,0.014770412,0,0.068902326,0.188885893,0,0,0,0.131675169,0.084931274,0,0,0.013534385,0,0.012922,0.878365274,0.104028307,0.010083429,0.003682695,0.003145236,0.00069506
200,S11,Bedrocan,hi,4,0.952809173,0.275125594,2.408994122,0,0,0.312016477,0,0,0,0,0,0,0,0,0.204682809,0.201932201,0,0.358527193,0,0,0,0,0,0,0,0,0,0,0,0,0.181046142,0.149700238,0.173983224,0.153198064,34.19206152,1.479593511,0.527485767,0.184554341,0.145710672,0.174827786,42.07624884,4.153628174,1.218387062,36.7042336,0.229392024,0.066237415,0.579973464,0,0,0.07511902,0,0,0,0,0,0,0,0,0.049278077,0.165737316,0,0.294263788,0,0,0,0,0,0,0,0,0,0,0,0,0.148594932,0.122867554,0.14279799,0.12573842,0.93155634,0.040311249,0.014371251,0.005028149,0.00396986,0.00476315
201,AZ2,Bedrocan,i,5,0.83325856,0.41662928,0.948190776,0,0,0,0,0,0,0.287330538,0,0,0,0,0.22986443,0.216126439,0,1.408548172,0.387537063,0.149052717,0.186315896,0,0.17886326,0.231031711,0,0,0,0.238484347,0.260842254,0.618568774,0,0,0.163957988,0.372631792,63.90306313,4.019496434,1.37217292,0.478181472,0.311857482,0.547483135,77.75948857,2.715273585,4.411960412,70.63225457,0.306878307,0.153439153,0.349206349,0,0,0,0,0,0,0.105820106,0,0,0,0,0.084656085,0.048986486,0,0.319256757,0.087837838,0.033783784,0.04222973,0,0.040540541,0.052364865,0,0,0,0.054054054,0.059121622,0.140202703,0,0,0.037162162,0.084459459,0.904729199,0.056907378,0.019427002,0.006770016,0.004415228,0.007751177
202,BB5,Bedrocan,h,3,0,0.190528169,0.254011144,0,0,0.631420315,0,0.274996035,0,0.370431817,0,0,0,0,0.306790352,0.285527631,0,1.793507383,0.512430681,0.076585065,0.172034998,0,0.15009874,0.340450494,0.292794041,0,0,0.212315418,0,0.245082777,0,0,0,0.314922139,46.11531739,1.29032591,5.149932157,0.704688048,0.153166462,0,59.83735716,2.028177833,4.395749368,53.41342996,0,0.093940564,0.125241061,0,0,0.311323941,0,0.135587733,0,0.182642671,0,0,0,0,0.15126403,0.064955394,0,0.408009473,0.116574135,0.017422528,0.039136671,0,0.034146337,0.077449933,0.066608448,0,0,0.048300165,0,0.055754493,0,0,0,0.071642424,0.863365588,0.024157331,0.096416429,0.013193087,0.002867565,0
203,AP1,Bedrocan,h,3,1.638575244,0.474669374,3.734150686,0,0,0.601265362,0,0,0.214501541,4.500805526,0,0,0,0,0.460605235,0.259004769,0,0.784358679,0.266319981,0.15686396,0,0,0.277249059,0.233493867,0.149568188,0,0,0.477926531,0,0.248075691,0,0.084013158,0,0,90.88001411,3.823373062,1.587598393,0.661509875,0.413887462,0,111.9278297,11.62457297,2.936873882,97.3663829,0.140957887,0.040833274,0.321229063,0,0,0.051723652,0,0,0.018452423,0.387180289,0,0,0,0,0.039623411,0.088190634,0,0.267072646,0.09068145,0.053411882,0,0,0.09440278,0.07950422,0.050927685,0,0,0.16273308,0,0.084469303,0,0.028606321,0,0,0.933381845,0.039267897,0.016305406,0.006794027,0.004250825,0
204,BC1,Bedrocan,h,3,0,0.152715964,4.972186591,0,0,0,0,0,0.207565575,0.461832055,0,0,0,0,0.713194752,0.2469164,0.068349935,1.766769921,0.38685485,0.385842794,0.189807517,0,0.562182735,0.236056676,0.165277806,0,0,0.909218597,0.361313083,0.6659456,0,0.151405408,0.25716889,0,122.9091039,3.753734181,1.348637954,0.813155583,0.458836042,0,142.1440728,6.507494936,6.353110212,129.2834677,0,0.023467704,0.764070758,0,0,0,0,0,0.031896387,0.070969253,0,0,0,0,0.109595898,0.038865436,0.0107585,0.278095273,0.060892199,0.060732898,0.029876314,0,0.088489372,0.037156081,0.026015259,0,0,0.143113934,0.056871842,0.104821981,0,0.023831699,0.040479211,0,0.950694672,0.029034913,0.010431635,0.00628971,0.00354907,0
205,BD8,Bedrocan,s,1,0.783035362,0.275651104,0.940959511,0,0,0.161370943,0,0,0,0.194982755,0,0,0,0,0.319295092,0.28248303,0,0.432309373,0,0,0,0.198860677,0.156871853,0,0,0,0,0.292891413,0,0,0,0,0,0,20.06274869,0.262778578,1.931986601,0.220474123,12.56060556,0.239930637,39.31723531,2.675294768,1.363416347,35.27852419,0.292691247,0.103035788,0.351721807,0,0,0.060318939,0,0,0,0.072882718,0,0,0,0,0.1193495,0.207187651,0,0.317078033,0,0,0,0.145854696,0.115057923,0,0,0,0,0.214821696,0,0,0,0,0,0,0.568695804,0.007448684,0.054763816,0.006249528,0.356041128,0.00680104
206,BA8,Bedrocan,h,3,0.714974181,0.355826006,5.717647634,0,0,0.161228636,0,0,0,0,0,0,0,0,0.241916477,0.163751681,0,0.717505903,0.209017109,0.18113799,0.222880389,0,0.149812122,0,0,0,0,0,0,0.285150731,0,0.068935005,0.146289092,0.156781901,69.2611768,1.321660289,0.861710665,0.398555925,0.417928476,0.534305645,82.28819266,7.191592935,2.301261924,72.7953378,0.099418055,0.049478052,0.795046061,0,0,0.022419044,0,0,0,0,0,0,0,0,0.033638789,0.071157342,0,0.311788022,0.09082717,0.078712461,0.096851378,0,0.065099987,0,0,0,0,0,0,0.123910594,0,0.029955306,0.063569075,0.068128664,0.951450723,0.018155837,0.011837443,0.00547502,0.005741143,0.007339833
207,AZ10,Bedrocan,i,5,3.562070288,1.594952534,1.074539054,0,0,0,0,0,0,0.724867822,0,0,0,0,0.360947113,0.2888048,0,1.110367034,0.32334037,0,0.173559306,0,0,0,0,0,0,0,0.180951222,0.514387825,0.274682062,0.302707174,0.232534211,0.493534264,77.92870049,1.511670532,1.132816842,0.550658575,0.411173047,0.356537513,93.10380208,7.317376811,3.894868268,81.891557,0.486796072,0.217967801,0.146847577,0,0,0,0,0,0,0.099061158,0,0,0,0,0.049327392,0.074150082,0,0.285084618,0.083017023,0,0.044561021,0,0,0,0,0,0,0,0.046458881,0.132068093,0.070524096,0.07771949,0.059702715,0.126713981,0.951608485,0.018459419,0.013833134,0.006724241,0.005020946,0.004353776
208,AY,Bedrocan,h,3,1.169282691,0.564290826,7.096415201,0,0,0.3025187,0,0,0.146148953,0.968653192,0,0,0,0,0.302791908,0.183347276,0,0.511223213,0.204555425,0,0.074559215,0,0,0.515104348,0.148173584,0,0,0,0,0.172979413,0.479788929,0.434011163,0.409205334,0.208105863,121.6883454,4.152681061,1.161011326,0.524511374,0.616471095,0,142.0341755,10.55010147,3.341053763,128.1430203,0.110831417,0.053486768,0.672639521,0,0,0.028674482,0,0,0.013852848,0.091814585,0,0,0,0,0.028700379,0.05487708,0,0.153012567,0.061224823,0,0.022316078,0,0,0.154174217,0.044349356,0,0,0,0,0.051773909,0.143604073,0.129902478,0.122477925,0.062287493,0.949629134,0.032406611,0.009060278,0.004093172,0.004810805,0
209,AZ7,Bedrocan,i,5,4.412748857,2.280873893,5.820853274,0,0,0.492241411,0,0,0,2.840802979,0.271826247,0.205070712,0,0,0.384543436,0.282019732,0,4.630598843,1.238550913,0,0.302849466,0,0.446872205,0.255238644,0,0,0,0.521264115,0.468073899,1.372158784,0.579661764,0.611650286,0.547673243,0.733653019,65.76567832,1.05003222,2.210332004,1.345208943,0.905107159,0.583574136,100.5591585,16.70896081,11.99026491,71.85993278,0.264094752,0.136506029,0.348367163,0,0,0.029459726,0,0,0,0.170016736,0.016268292,0.012273098,0,0,0.023014204,0.023520726,0,0.386196542,0.103296376,0,0.025257946,0,0.037269586,0.021287156,0,0,0,0.043473945,0.039037828,0.114439405,0.048344367,0.051012241,0.045676492,0.06118739,0.915192594,0.014612207,0.030758893,0.018719875,0.012595436,0.008120995
210,BC2,Bedrocan,h,3,0.505298783,0.85659346,2.05365998,0,0.272356646,0.971260926,0.161280811,1.029038503,0.62494392,1.347572437,0,0,0,0,0.326106534,0.193348437,0,1.119246544,0.252856422,0,0,0,0.301185452,0.223126666,0,0,0,0.513149321,0.226820669,0.159908521,0,0,0.156182203,0,113.8786669,5.408016283,1.614873353,0.726089859,0.59134226,0,133.5129249,8.148112001,3.145824234,122.2189887,0.062014217,0.105127846,0.252041207,0,0.033425737,0.119200733,0.019793642,0.126291649,0.076698003,0.165384624,0,0,0,0,0.040022343,0.061461933,0,0.35578801,0.080378433,0,0,0,0.095741348,0.070927887,0,0,0,0.163120786,0.072102143,0.050831995,0,0,0.049647466,0,0.931759198,0.044248577,0.01321295,0.005940892,0.004838383,0
211,AP3,Bedrocan,h,3,2.145817225,0.740194845,3.800402927,0,0,0.64409835,0,0,0,5.732828502,0.274031639,0.163708011,0,0,0.743765065,0.225185563,0,1.52116755,0.43198603,0.347062499,0.210448809,0,0.845491374,0.380303836,0.18830385,0,0,1.487974008,0,0.575960131,0,0.225225392,0.199400227,0.158766616,110.2040776,8.415087224,3.035168554,0.782795711,0.652322352,0,144.1315739,14.24484656,6.797275886,123.0894515,0.150638142,0.05196229,0.266791426,0,0,0.045216236,0,0,0,0.402449298,0.019237248,0.011492438,0,0,0.052212922,0.033128796,0,0.223790762,0.063552817,0.051059057,0.030960757,0,0.124386797,0.055949448,0.02770284,0,0,0.218907403,0,0.084733964,0,0.033134655,0.029335315,0.023357389,0.895316994,0.068365625,0.024658234,0.006359568,0.00529958,0
212,BJ,Bedrocan,i,5,3.414511938,1.0492181,10.22057932,0,0,1.154871185,0,0,0.352909769,0.252243704,0,0,0,0,0.413795382,0.261582796,0,7.372925375,2.176767415,0,0.732647912,0,0.266876876,0.690895505,0.214536307,0,0,0,0,0,0,0.225004421,0,1.308034025,129.7220503,8.37525564,5.200664465,0.466908772,0.578908383,0,174.4511876,16.8581294,13.24927063,144.3437876,0.202543939,0.062238109,0.606270072,0,0,0.068505298,0,0,0.0209341,0.014962734,0,0,0,0,0.024545747,0.019743185,0,0.55647783,0.164293377,0,0.055297226,0,0.02014276,0.052145927,0.016192311,0,0,0,0,0,0,0.016982401,0,0.098724984,0.898701998,0.058022973,0.036029708,0.003234699,0.004010622,0
213,AZ9,Bedrocan,i,5,1.210233894,0.695677462,3.602292959,0,0,0.144928659,0,0,0,0.674057544,0,0,0,0,0.452892112,0.289460029,0,1.721785752,0.454880504,0.191744407,0.169189884,0,0.154132893,0.203011347,0,0,0,0.161651067,0.300747611,0.703062825,0,0.172959293,0.082926989,0.191723764,86.18968722,0.992776019,1.845653054,0.74460121,0.583805679,0.216743607,102.1506258,6.780082631,4.797276364,90.57326679,0.178498399,0.102606045,0.531305171,0,0,0.021375648,0,0,0,0.099417305,0,0,0,0,0.066797433,0.06033841,0,0.358909019,0.094820575,0.039969431,0.035267904,0,0.03212925,0.042318043,0,0,0,0.033696426,0.062691325,0.14655458,0,0.036053644,0.017286265,0.039965128,0.951601839,0.010961027,0.020377459,0.008220982,0.006445673,0.00239302
