expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131298,1
0.301668490128463,0.999968297237804,1
0.510835404873873,0.999977792969936,1
0.615411802065741,0.999982540515486,1
0.67601575589768,0.999985291805825,1
0.752131571042468,0.999988747301607,1
0.773160974333895,0.999989701991696,1
0.792393626382784,0.999990575113109,1
0.808802938611849,0.999991320060911,1
0.849318006542835,0.999993159358645,1
0.849318006542835,0.999993159358645,1
0.808802938611849,0.999991320060911,1
0.792393626382784,0.999990575113109,1
0.773160974333895,0.999989701991696,1
0.752131571042468,0.999988747301607,1
0.67601575589768,0.999985291805825,1
0.615411802065741,0.999982540515486,1
0.510835404873873,0.999977792969936,1
0.301668490128463,0.999968297237804,1
0,0.999954602131298,1
