expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131297,1
0.37381296761483,0.999971572443321,1
0.521059826894923,0.999978257136905,1
0.596905671259369,0.999981700376589,1
0.632370905797037,0.99998331042265,1
0.698100543813536,0.999986294408127,1
0.783624747463739,0.999990177024695,1
0.80926474618804,0.999991341025991,1
0.841843745839902,0.999992820043139,1
0.853854913634799,0.999993365324558,1
0.853854913634799,0.999993365324558,1
0.841843745839902,0.999992820043139,1
0.80926474618804,0.999991341025991,1
0.783624747463739,0.999990177024695,1
0.698100543813536,0.999986294408127,1
0.632370905797037,0.99998331042265,1
0.596905671259369,0.999981700376589,1
0.521059826894923,0.999978257136905,1
0.37381296761483,0.999971572443321,1
0,0.999954602131297,1
