expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131297,1
0.337907905382932,0.99996994243002,1
0.468963104290606,0.999975892056732,1
0.549121512950422,0.999979531077644,1
0.651258429816793,0.999984167875986,1
0.688921604338285,0.999985877703838,1
0.752811971775429,0.99998877819035,1
0.786000135161935,0.999990284862234,1
0.799531116264245,0.999990899139937,1
0.825433365867796,0.999992075046864,1
0.825433365867796,0.999992075046864,1
0.799531116264245,0.999990899139937,1
0.786000135161935,0.999990284862234,1
0.752811971775429,0.99998877819035,1
0.688921604338285,0.999985877703838,1
0.651258429816793,0.999984167875986,1
0.549121512950422,0.999979531077644,1
0.468963104290606,0.999975892056732,1
0.337907905382932,0.99996994243002,1
0,0.999954602131297,1
