expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131297,1
0.114419893241386,0.999959796550588,1
0.252726043752198,0.99996607535505,1
0.324771535872431,0.999969346066841,1
0.446498011334938,0.999974872189392,1
0.594247139434284,0.986760869631561,1
0.680891091892276,0.988546403589857,1
0.706637777789043,0.999986681980354,1
0.748346822077341,0.99998857548207,1
0.782006331182015,0.999990103552045,1
0.782006331182015,0.999990103552045,1
0.748346822077341,0.99998857548207,1
0.706637777789043,0.999986681980354,1
0.680891091892276,0.988546403589857,1
0.594247139434284,0.986760869631561,1
0.446498011334938,0.999974872189392,1
0.324771535872431,0.999969346066841,1
0.252726043752198,0.99996607535505,1
0.114419893241386,0.999959796550588,1
0,0.999954602131297,1
