expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131297,1
0.428240566574804,0.999974043340312,1
0.60676682211829,0.970535055991451,1
0.713998485371373,0.920796570787465,1
0.790916043603871,0.858049519063697,1
0.82902184971148,0.835619360021135,1
0.852121740464058,0.852128453821868,1
0.871120498887676,0.871126349742346,1
0.871120498887676,0.871126349742346,1
0.852121740464058,0.852128453821868,1
0.82902184971148,0.835619360021135,1
0.790916043603871,0.858049519063697,1
0.713998485371373,0.920796570787465,1
0.60676682211829,0.970535055991451,1
0.428240566574804,0.999974043340312,1
0,0.999954602131297,1
