expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131298,1
0.367502425242722,0.999971285958147,1
0.481593106096609,0.999976465431896,1
0.577494793024018,0.999980819164088,1
0.678437649352432,0.999985401754626,1
0.715895421618992,0.999987102257653,1
0.754649874244817,0.999988861627205,1
0.782449668063028,0.990348765509049,1
0.816806871159992,0.980002630804662,1
0.826543382574119,0.999992125439257,1
0.826543382574119,0.999992125439257,1
0.816806871159992,0.980002630804662,1
0.782449668063028,0.990348765509049,1
0.733471448338013,0.986498043099129,1
0.702298774928645,0.998858793201395,1
0.610408126379622,0.999982313359274,1
0.566354631041294,0.999980313424477,1
0.489789450919486,0.999976837528482,1
0.324681970597717,0.999969342000769,1
0,0.999954602131298,1
