expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131298,1
0.218540542727995,0.999964523406162,1
0.315030034338303,0.977281361017753,1
0.378473380632446,0.999971784016139,1
0.461934813586233,0.999975572987314,1
0.496632223054476,0.999977148175753,1
0.551168068732195,0.999979623986915,1
0.661926225106186,0.989663994062507,1
0.728061701337218,0.982172819124828,1
0.786093070780581,0.955810980712698,1
0.786093070780581,0.955810980712698,1
0.728061701337218,0.982172819124828,1
0.661926225106186,0.989663994062507,1
0.615700460509098,0.999982553619964,1
0.496632223054476,0.999977148175753,1
0.461934813586233,0.999975572987314,1
0.378473380632446,0.999971784016139,1
0.315030034338303,0.977281361017753,1
0.218540542727995,0.999964523406162,1
0,0.999954602131298,1
