expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131298,1
0.532343899581796,0.903176342371104,1
0.667075694955834,0.852116306477658,1
0.730189008618396,0.856956732642947,1
0.772997730076251,0.888769769944413,1
0.803095835274043,0.903375772858112,1
0.818925936238748,0.946387039083544,1
0.853751693276103,0.952891326762378,1
0.878678733717188,0.947267077976714,1
0.894507432620708,0.941492993349231,1
0.894507432620708,0.941492993349231,1
0.878678733717188,0.947267077976714,1
0.853751693276103,0.952891326762378,1
0.818925936238748,0.946387039083544,1
0.780007951697562,0.951924198324637,1
0.772997730076251,0.888769769944413,1
0.730189008618396,0.856956732642947,1
0.667075694955834,0.852116306477658,1
0.532343899581796,0.903176342371104,1
0,0.999954602131298,1
