expl_RSS,h2_RSS,unexpl_RSS
0,0.969193643065687,1
0.239069184763506,0.767434091788227,1
0.392760185319566,0.851983785671993,1
0.42434138264662,0.931258881224824,1
0.526133075059512,0.895109295617991,1
0.613233379471317,0.831149777789354,1
0.662277302574196,0.858969977172296,1
0.720774536007312,0.871414113710822,1
0.735708343023042,0.930970285439351,1
0.744054842084475,0.925126311670176,1
0.744054842084475,0.925126311670176,1
0.735708343023042,0.930970285439351,1
0.720774536007312,0.871414113710822,1
0.662277302574196,0.858969977172296,1
0.613233379471317,0.831149777789354,1
0.526133075059512,0.895109295617991,1
0.42434138264662,0.931258881224824,1
0.392760185319566,0.851983785671993,1
0.239069184763506,0.767434091788227,1
0,0.969193643065687,1
