expl_RSS,h2_RSS,unexpl_RSS
0,0.290213369401051,1
0.45044434455808,0.529993094637026,1
0.55876820278517,0.657748411972865,1
0.644227886075709,0.703586168349123,1
0.713867200691196,0.763598848795407,1
0.769520726767105,0.795829787131241,1
0.822993076126928,0.823001111864017,1
0.84643530548528,0.846442276995119,1
0.84643530548528,0.846442276995119,1
0.822993076126928,0.823001111864017,1
0.772221919076799,0.776084580847348,1
0.713867200691196,0.763598848795407,1
0.644227886075709,0.703586168349123,1
0.55876820278517,0.657748411972865,1
0.45044434455808,0.529993094637026,1
0,0.290213369401051,1
