expl_RSS,h2_RSS,unexpl_RSS
0,0.889907799918058,1
0.000798013909626638,0.999954638359428,1
0.197856398350827,0.999963584390092,1
0.315891225654325,0.999968942919684,1
0.42909165061018,0.993310767815132,1
0.499765433207382,0.999977290416816,1
0.616834439692083,0.999982605100202,1
0.695587880768781,0.977947861283698,1
0.748851142568998,0.980275787689806,1
0.780288201694015,0.981890761799062,1
0.780288201694015,0.981890761799062,1
0.748851142568998,0.980275787689806,1
0.695587880768781,0.977947861283698,1
0.616834439692083,0.999982605100202,1
0.499765433207382,0.999977290416816,1
0.42909165061018,0.993310767815132,1
0.315891225654325,0.999968942919684,1
0.197856398350827,0.999963584390092,1
0.000798013909626638,0.999954638359428,1
0,0.889907799918058,1
