expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131298,1
0.197841497678199,0.999963583713633,1
0.388595500413318,0.999972243538804,1
0.566970706834471,0.931991764047449,1
0.609631315607477,0.94402592776855,1
0.694457119727506,0.904888567323301,1
0.724911093210709,0.924435630649686,1
0.798792266534459,0.88601383608631,1
0.839104402764199,0.872127649850155,1
0.861116852332254,0.880787766278455,1
0.861116852332254,0.880787766278455,1
0.839104402764199,0.872127649850155,1
0.810792489947435,0.847193232684766,1
0.764286550622061,0.856795261773438,1
0.694457119727506,0.904888567323301,1
0.609631315607477,0.94402592776855,1
0.566970706834471,0.931991764047449,1
0.429969364581401,0.975491437772676,1
0.197841497678199,0.999963583713633,1
0,0.999954602131298,1
