expl_RSS,h2_RSS,unexpl_RSS
0,0.893464165184079,1
0.515711386211343,0.74388049559671,1
0.631509917758163,0.749527228105729,1
0.703126494422864,0.824869609679062,1
0.769153048237525,0.794421425973651,1
0.807951061394763,0.807959780007263,1
0.83740846942344,0.837415850732397,1
0.83740846942344,0.837415850732397,1
0.807951061394763,0.807959780007263,1
0.769153048237525,0.794421425973651,1
0.713745241089902,0.73051062981368,1
0.631509917758163,0.749527228105729,1
0.515711386211343,0.74388049559671,1
0,0.893464165184079,1
