expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131298,1
0.61488822196929,0.999982516746065,1
0.764993979923092,0.985716512383134,1
0.810803292927767,0.98835408173025,1
0.864640479444065,0.920180252354685,1
0.905560319861105,0.905564607221304,1
0.919205044142322,0.91920871206112,1
0.919205044142322,0.91920871206112,1
0.905560319861105,0.905564607221304,1
0.870717006947862,0.926526394190454,1
0.778293335215287,0.933996048265912,1
0.670861521200346,0.999985057814554,1
0.61488822196929,0.999982516746065,1
0,0.999954602131298,1
