expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131297,1
0.27204872299048,0.999966952563505,1
0.342954572102215,0.999970171537933,1
0.495832992565282,0.999977111892392,1
0.671195194649188,0.999985072962618,1
0.722531622656421,0.999987403527036,1
0.78214184324613,0.999990109704004,1
0.809360371171112,0.999991345367161,1
0.821058589875791,0.999991876441358,1
0.831318281063137,0.999992342209471,1
0.831318281063137,0.999992342209471,1
0.821058589875791,0.999991876441358,1
0.809360371171112,0.999991345367161,1
0.78214184324613,0.999990109704004,1
0.722531622656421,0.999987403527036,1
0.671195194649188,0.999985072962618,1
0.495832992565282,0.999977111892392,1
0.342954572102215,0.999970171537933,1
0.27204872299048,0.999966952563505,1
0,0.999954602131297,1
