expl_RSS,h2_RSS,unexpl_RSS
0,0.919347780816481,1
0.21060075513245,0.873491159119397,1
0.336782969990166,0.881733288354182,1
0.420358638142754,0.925589771000481,1
0.453512169033692,0.977968718908112,1
0.563019544458696,0.960126546429887,1
0.634961288748997,0.956167013903087,1
0.707503217236842,0.912541104838864,1
0.757084530300849,0.919741310211972,1
0.801511163231884,0.853874193827582,1
0.801511163231884,0.853874193827582,1
0.775664367679554,0.845829109032189,1
0.731819258311308,0.852103783290652,1
0.681125649747632,0.913018389462331,1
0.573482883205403,0.958866102419562,1
0.481900492658962,0.951279927500202,1
0.441721276322397,0.907361150868887,1
0.36502700219049,0.845288527585132,1
0.280606513407848,0.799803395591038,1
0,0.919347780816481,1
