expl_RSS,h2_RSS,unexpl_RSS
0,0.999954602131297,1
0.5583298738345,0.999979949117603,1
0.665357874541722,0.90921169424197,1
0.716031810280175,0.888060767652378,1
0.765339213831916,0.868334318861874,1
0.82121551736379,0.861452998017451,1
0.849877781922557,0.879553863928155,1
0.872766939511102,0.92427676051232,1
0.893760940315136,0.916583318207527,1
0.910357872676443,0.929429983388263,1
0.910357872676443,0.929429983388263,1
0.893760940315136,0.916583318207527,1
0.872766939511102,0.92427676051232,1
0.848768625579655,0.91032521727641,1
0.82121551736379,0.861452998017451,1
0.765339213831916,0.868334318861874,1
0.716031810280175,0.888060767652378,1
0.665357874541722,0.90921169424197,1
0.5583298738345,0.999979949117603,1
0,0.999954602131297,1
