expl_RSS,h2_RSS,unexpl_RSS
0,0.888265794707326,1
0.106952500928207,0.882591216911506,1
0.209917331183423,0.908283656229358,1
0.290702937727535,0.912803905317855,1
0.350935750249759,0.843935106144664,1
0.415751375161354,0.910135403928418,1
0.610413156485062,0.922060906923108,1
0.696264247262076,0.935991266007477,1
0.737202240666031,0.968347172461432,1
0.765385787206561,0.988965539199953,1
0.765385787206561,0.988965539199953,1
0.737202240666031,0.968347172461432,1
0.696264247262076,0.935991266007477,1
0.610413156485062,0.922060906923108,1
0.415751375161354,0.910135403928418,1
0.350935750249759,0.843935106144664,1
0.290702937727535,0.912803905317855,1
0.209917331183423,0.908283656229358,1
0.106952500928207,0.882591216911506,1
0,0.888265794707326,1
