expl_RSS,h2_RSS,unexpl_RSS
0,0.960167004311002,1
0.139035152120484,0.917049761305473,1
0.249542440131751,0.922780604151464,1
0.373033558532551,0.872741762540138,1
0.418978489655126,0.986891581300545,1
0.525661033537997,0.984980025033811,1
0.550990437098534,0.999979615922817,1
0.604297181272748,0.99998203593539,1
0.668461734003637,0.99998494886933,1
0.716414959564909,0.999987125843568,1
0.716414959564909,0.999987125843568,1
0.678332814239142,0.999985396995335,1
0.606387024764828,0.999982130809831,1
0.558373276449795,0.999979951087989,1
0.454994233474809,0.999975257899769,1
0.418978489655126,0.986891581300545,1
0.373033558532551,0.872741762540138,1
0.249542440131751,0.922780604151464,1
0.139035152120484,0.917049761305473,1
0,0.960167004311002,1
