a_pinene,b_pinene,myrcene,a_phella,d_carene,ocimene,g_terpinene,terpinolene,linalool,b_phella_limonene,b_fenchol,c_sabinene,camphor,borneol,a_terpineol,c_bergam,d_guaiene,BCP,a_humulene,g_cadinene,eudesma,tr_BCP,a_guaiene,g_selinene,a_gurjunen,BCP_oxide,t_bergam,tb_farnesene,aromadendrene,g_elemene,guaiol,g_eudesmol,b_eudesmol,a_bisabolol,thc_total,CBG,CBC,THCV,CBD,CBGM
1,0.828531515722577,0.15233305893545,-0.0199142823743123,0.0727162595713301,0.0808041694565456,-0.0250995376051873,-0.0751667731072679,-0.0923916218335919,0.236886607570908,0.193556121845621,0.125141577528744,-0.00674481610015691,0.0740678258677491,-0.032938588932446,-0.05145362819143,0.0103975550463514,-0.091555831858399,-0.10692360000594,-0.20180567165924,-0.0747866226526624,-0.122879361666608,-0.0885891325762266,-0.170611476764646,0.00693113143260028,-0.0454441535431162,-0.185713407587339,-0.192825008486664,0.0420970865593348,0.0122105044282258,0.103638908543174,0.0918227830761482,0.0891268230582256,0.170267849535531,-0.0484460936506823,-0.096777679054607,-0.0668354324820117,0.166047865211523,-0.0449087601163042,0.0265644142236548
0.828531515722577,1,0.177367507291633,0.303331945441328,0.202771521354657,0.229225935139248,0.376661549038848,0.255313305030062,-0.023943829898533,0.502508001367605,0.371552653383314,0.444060816741734,0.000898409825972856,0.133366832233783,0.18322122545868,0.0597649306066114,0.0996848622391429,-0.0330438069737125,-0.0263503507824411,-0.153723649585856,-0.0366544593021722,-0.0438128146922834,0.00312805361567152,-0.0966779327535746,-0.0374571713620697,-0.0487691140500393,-0.243146520168573,-0.234266117729817,0.0786882421201924,0.130606148381198,0.115065541086794,0.125173171408584,0.111327085237897,0.142714203517103,0.236750145985783,0.0807678663017873,-0.029410500719728,0.147150352067575,-0.0561034335359165,0.012842101149431
0.15233305893545,0.177367507291633,1,-0.0190344989610255,-0.0369000186973846,0.128041308036563,-0.0371523194041676,-0.147230242925271,0.112417588561865,0.303335142697038,0.0932766070619337,0.05462706851169,0.264559249429918,-0.0270153671920202,0.176504259591234,-0.149207879573399,0.290619328915192,-0.153730695386853,-0.153441305527416,-0.253283802431153,-0.185621529832344,-0.156628753795934,0.00135255731674073,-0.0799216565744054,-0.0732513754352149,-0.102731834706539,-0.418867142498631,-0.233448434719555,0.34716138294482,0.400068637845793,0.234895837027032,0.231730567823778,0.106973131219016,0.0440417988576094,0.264484243508452,-0.183072849490972,-0.147012572115597,0.131508964898667,-0.0319096576162773,0.110484002628724
-0.0199142823743123,0.303331945441328,-0.0190344989610255,1,0.265616659719671,0.42123537868476,0.650045058830231,0.865217143871919,-0.0444919898426367,0.244703275844115,0.0888234423496086,0.221074817806742,-0.0317236032142996,0.249826985096472,0.265316835510055,0.00338456761353065,0.097434784542185,0.0394406822466249,0.0658304133257507,0.0544060636484943,0.0765499638435591,0.0973631181492444,-0.00232417423495534,0.246345961615217,-0.0519148668959588,-0.0409276752048317,-0.104401840936956,-0.0635085875234734,0.00906723330352082,0.0925400673196836,-0.0138188439675499,0.0229452843563084,-0.0696945762316589,-0.121082557524168,0.36443180906586,0.378837970907375,0.033397443612065,-0.0185190208875658,-0.0437362823806492,-0.0392268544413818
0.0727162595713301,0.202771521354657,-0.0369000186973846,0.265616659719671,1,0.316394093027982,0.351428048532372,0.243686711653503,-0.037861157411356,0.0928533939083667,0.0119710848308129,0.188339004787305,-0.0402330232437878,0.033277782743055,0.110825077043477,0.0896089905891114,0.0434717547678721,-0.0845389744650652,-0.0743596647397445,-0.0686440762837689,-0.0812076452329277,-0.0270654005503811,-0.00364904887484894,-0.0181041454912369,-0.0541389767773246,-0.0301450496021009,-0.0726667995196556,-0.0656768849588979,-0.0321657031231823,-0.0708933250540838,-0.0780568221565368,-0.0914619063181624,-0.0832025056892062,-0.100754776807873,0.0960647218055554,0.11461763602212,0.0628673255969366,-0.0533955276750551,-0.0364265863662539,-0.0282559708224446
0.0808041694565456,0.229225935139248,0.128041308036563,0.42123537868476,0.316394093027982,1,0.490880824168111,0.453950920292901,-0.178688195950182,0.0146077933792387,-0.158826191180144,0.119165916811825,-0.0110111643851453,0.0919850275742558,0.173421901142225,0.0659531731628905,0.0176605002961996,-0.124879732829817,-0.175065033895986,-0.207575734306558,-0.170953760851551,-0.175105801657066,-0.0886907490859805,0.174488478020598,-0.106239404631157,-0.119652277419412,0.00656798937645869,0.00842905037940848,0.0743776595544561,-0.0843511160610461,-0.0593041093344658,-0.126718673035243,-0.109305963465815,-0.114198648965089,0.0578873109974782,0.271083688695039,-0.0481952527718885,0.00817859629887957,-0.0653422857840451,0.0662941304998679
-0.0250995376051873,0.376661549038848,-0.0371523194041676,0.650045058830231,0.351428048532372,0.490880824168111,1,0.575189555288023,-0.0413989818467308,0.296670692839549,0.0997971964812412,0.502917978764495,-0.00910365352376572,0.180163637794819,0.316899658036005,0.089391303675181,0.00229317696361428,-0.018574889675619,-0.0133824717283917,-0.0693321909358638,-0.0924393837056413,-0.0413263178869052,0.0966201644414783,0.000793232556369624,-0.030604338863448,-0.0470276370920123,-0.118525388857782,-0.0706127847443085,0.0644129266523376,0.0891088619700515,-0.0707602045705339,-0.0460835395310596,-0.0815159775488532,-0.139525409213099,0.388107591295845,0.337589118230902,0.0208808330467443,-0.0199627309518297,-0.0511958540535151,-0.0318835696628095
-0.0751667731072679,0.255313305030062,-0.147230242925271,0.865217143871919,0.243686711653503,0.453950920292901,0.575189555288023,1,-0.0325978257617477,0.164912341696768,0.0395605960548625,0.12573268239032,-0.046505787867969,0.267883991647368,0.173311597209577,0.00578763185485378,0.0631767945874926,0.0827480481278021,0.118632042854769,0.176122154897076,0.16814729308358,0.168291379125175,0.0767617378202243,0.272162267003055,-0.07717437738295,-0.0462774280012135,0.0244780581944871,0.0156347079912344,-0.0486021750384839,0.0158462391245404,-0.0401387747752447,-0.0357337615026474,-0.0559609438758965,-0.144665276182616,0.317052694748424,0.462887244766389,0.0914078702580189,-0.0372705902341161,-0.0335615369663854,-0.0433942956303231
-0.0923916218335919,-0.023943829898533,0.112417588561865,-0.0444919898426367,-0.037861157411356,-0.178688195950182,-0.0413989818467308,-0.0325978257617477,1,0.307852811210539,0.519319013096192,0.374666719597198,0.0310841318318814,0.152718664897686,0.182818762902437,0.0684546412658103,0.0445020655144613,0.211046704104833,0.245827209292088,0.375632726837186,0.387855854855745,0.0826202559044067,0.17748315272646,0.0766946114710008,0.0645702172922585,0.138857098604434,-0.0173740778154234,0.0714581148354051,0.0630294314473648,0.192451585903406,0.115476689219404,0.202495530909905,0.108953621153609,0.177030736359531,0.417722857220188,0.138733833836613,0.0123521463558712,-0.0056389972672738,-0.0264157483165934,-0.114993491522828
0.236886607570908,0.502508001367605,0.303335142697038,0.244703275844115,0.0928533939083667,0.0146077933792387,0.296670692839549,0.164912341696768,0.307852811210539,1,0.717838932506259,0.669673979208044,0.022087948460298,0.1172668521203,0.287649157658633,0.216017337003086,0.181524457802713,0.12673142705756,0.135332276278301,-0.0218071446439051,0.0515283469418396,-0.0150011034120954,0.304262684594262,0.0553039678745352,0.132423050809201,0.00358520853499023,-0.307439112188164,-0.0400004337895061,0.22543057476117,0.440285478822512,0.194817492956924,0.28431859665877,0.197861344829958,0.18076181140975,0.381217319387894,-0.0151494014053816,0.045049462605015,0.111774121206176,0.0065333162279909,0.0371576250689977
