expl_RSS,h2_RSS,unexpl_RSS
1,0,0.138054810321274,1
2,0.221365495690966,0.475202604340006,1
3,0.442836517176589,0.562294547244859,1
4,0.563646835544477,0.650571139233135,1
5,0.648078572302539,0.721569090575864,1
6,0.712385340280829,0.715804978232358,1
7,0.76065237999925,0.771288500561583,1
8,0.801321638015276,0.806867407010202,1
9,0.829008421426391,0.839607941899504,1
10,0.857485113838992,0.857491583711082,1
11,0.857485113838992,0.857491583711082,1
12,0.829008421426391,0.839607941899504,1
13,0.801321638015276,0.806867407010202,1
14,0.76065237999925,0.771288500561583,1
15,0.712385340280829,0.715804978232358,1
16,0.648078572302539,0.721569090575864,1
17,0.563646835544477,0.650571139233135,1
18,0.442836517176589,0.562294547244859,1
19,0.221365495690966,0.475202604340006,1
20,0,0.138054810321274,1
