expl_RSS,h2_RSS,unexpl_RSS
1,0,0.74509491631863,1
2,0.255259377570682,0.676633407293149,1
3,0.376470506608481,0.791953961031936,1
4,0.492442872107233,0.792080007897839,1
5,0.57240307939252,0.805825746913443,1
6,0.650798210021015,0.780379419159386,1
7,0.701485573870005,0.792133333890359,1
8,0.72431161450524,0.820914383612369,1
9,0.780816279111351,0.83407818083104,1
10,0.805016870876185,0.858087747502171,1
11,0.805016870876185,0.858087747502171,1
12,0.780816279111351,0.83407818083104,1
13,0.72431161450524,0.820914383612369,1
14,0.701485573870005,0.792133333890359,1
15,0.650798210021015,0.780379419159386,1
16,0.57240307939252,0.805825746913443,1
17,0.492442872107233,0.792080007897839,1
18,0.376470506608481,0.791953961031936,1
19,0.255259377570682,0.676633407293149,1
20,0,0.74509491631863,1
