expl_RSS,h2_RSS,unexpl_RSS
1,0,0.999954602131297,1
2,0.232253328706849,0.99996514593742,1
3,0.302127111182365,0.999968318058222,1
4,0.458561802158523,0.999975419859784,1
5,0.529727974626727,0.999978650652338,1
6,0.60341025374697,0.999981995670771,1
7,0.604750942062381,0.999982056535163,1
8,0.635213990090329,0.999983439492618,1
9,0.668622300572527,0.99998495615871,1
10,0.765738975373955,0.999989365048762,1
11,0.765738975373955,0.999989365048762,1
12,0.668622300572527,0.99998495615871,1
13,0.635213990090329,0.999983439492618,1
14,0.604750942062381,0.999982056535163,1
15,0.60341025374697,0.999981995670771,1
16,0.529727974626727,0.999978650652338,1
17,0.458561802158523,0.999975419859784,1
18,0.302127111182365,0.999968318058222,1
19,0.232253328706849,0.99996514593742,1
20,0,0.999954602131297,1
