expl_RSS,h2_RSS,unexpl_RSS
1,0,0.256315381242088,1
2,0.204572226024177,0.508017386925186,1
3,0.322267217893322,0.661921060867385,1
4,0.390979215824365,0.777067775481803,1
5,0.51146754272011,0.745145472706304,1
6,0.62033850448298,0.624991693666824,1
7,0.674352979871567,0.67436776355223,1
8,0.725256020137023,0.725268492928147,1
9,0.725256020137023,0.725268492928147,1
10,0.674352979871567,0.67436776355223,1
11,0.62033850448298,0.624991693666824,1
12,0.552905597188312,0.552925894321309,1
13,0.482057081913167,0.482080595417758,1
14,0.345064422789296,0.356844231592652,1
15,0.180108115694794,0.386668129696605,1
16,0,0.256315381242088,1
