expl_RSS,h2_RSS,unexpl_RSS
1,0,0.851601773794156,1
2,0.336303054120894,0.824397418953045,1
3,0.428421396454316,0.896284764914861,1
4,0.541565171728539,0.870725150669756,1
5,0.624900480264418,0.867698483084491,1
6,0.697909875435671,0.84355178655337,1
7,0.743088779122896,0.883797765956286,1
8,0.772748626995077,0.891370111971207,1
9,0.796953331620812,0.943547095723161,1
10,0.826506144428682,0.94974878318174,1
11,0.826506144428682,0.94974878318174,1
12,0.796953331620812,0.943547095723161,1
13,0.743169886119332,0.926470455488161,1
14,0.725285754564914,0.866812290654419,1
15,0.697909875435671,0.84355178655337,1
16,0.624900480264418,0.867698483084491,1
17,0.541565171728539,0.870725150669756,1
18,0.428421396454316,0.896284764914861,1
19,0.336303054120894,0.824397418953045,1
20,0,0.851601773794156,1
