expl_RSS,h2_RSS,unexpl_RSS
1,0,0.999954602131297,1
2,0.39059675941654,0.872689194418959,1
3,0.52533649799269,0.896334090965823,1
4,0.629008535630511,0.898047375969204,1
5,0.673602139389155,0.94375687207842,1
6,0.723011130606239,0.995130620863018,1
7,0.7652069274061,0.998213884859948,1
8,0.776843190152811,0.999989869156446,1
9,0.808242954714525,0.999991294638835,1
10,0.827443776737466,0.999992166315232,1
11,0.827443776737466,0.999992166315232,1
12,0.808242954714525,0.999991294638835,1
13,0.776843190152811,0.999989869156446,1
14,0.7652069274061,0.998213884859948,1
15,0.723011130606239,0.995130620863018,1
16,0.645556171589457,0.974178483590246,1
17,0.629008535630511,0.898047375969204,1
18,0.52533649799269,0.896334090965823,1
19,0.39059675941654,0.872689194418959,1
20,0,0.999954602131297,1
