expl_RSS,h2_RSS,unexpl_RSS
1,0,0.76687460982249,1
2,0.338346432789399,0.817172312187404,1
3,0.429771416589077,0.904884474850935,1
4,0.509432418821139,0.912059838892968,1
5,0.569883818651864,0.935129739912578,1
6,0.607485603051642,0.999982180682943,1
7,0.715743515554314,0.962106855910311,1
8,0.757041112254417,0.946519045211967,1
9,0.775028590927072,0.94742160613809,1
10,0.827354827111504,0.945018441053706,1
11,0.827354827111504,0.945018441053706,1
12,0.775028590927072,0.94742160613809,1
13,0.757041112254417,0.946519045211967,1
14,0.715743515554314,0.962106855910311,1
15,0.607485603051642,0.999982180682943,1
16,0.545779115678142,0.999979379339932,1
17,0.509432418821139,0.912059838892968,1
18,0.429771416589077,0.904884474850935,1
19,0.338346432789399,0.817172312187404,1
20,0,0.76687460982249,1
