expl_RSS,h2_RSS,unexpl_RSS
1,0,0.935230874488877,1
2,0.384043194042301,0.877714849493424,1
3,0.499031110871946,0.876553562954016,1
4,0.596856969331005,0.92999003900566,1
5,0.689727775391798,0.941881538140173,1
6,0.737363764882149,0.930755535891303,1
7,0.767875027217442,0.932512253635744,1
8,0.772187173919474,0.944987200590626,1
9,0.796597643404975,0.964956502845941,1
10,0.813978440837496,0.979403042026974,1
11,0.813978440837496,0.979403042026974,1
12,0.796597643404975,0.964956502845941,1
13,0.760469132048278,0.96853094040306,1
14,0.747682289269058,0.959004517573134,1
15,0.711966248361553,0.9680588219881,1
16,0.689727775391798,0.941881538140173,1
17,0.615374821907259,0.938062241630917,1
18,0.496664258867152,0.925498460901455,1
19,0.384043194042301,0.877714849493424,1
20,0,0.935230874488877,1
