expl_RSS,h2_RSS,unexpl_RSS
1,0,0.554821414634465,1
2,0.183429394089665,0.999962929434847,1
3,0.383795564387935,0.893214766456128,1
4,0.463810381705778,0.999975658134109,1
5,0.537487490532184,0.986031200608325,1
6,0.603103607737825,0.963134258677029,1
7,0.687341169504088,0.923098303671544,1
8,0.773821558078768,0.901421956658674,1
9,0.803637825813104,0.914639149020105,1
10,0.838279683574105,0.923914114801773,1
11,0.838279683574105,0.923914114801773,1
12,0.803637825813104,0.914639149020105,1
13,0.773821558078768,0.901421956658674,1
14,0.687341169504088,0.923098303671544,1
15,0.603103607737825,0.963134258677029,1
16,0.526496488059328,0.976037745221827,1
17,0.463810381705778,0.999975658134109,1
18,0.383795564387935,0.893214766456128,1
19,0.183429394089665,0.999962929434847,1
20,0,0.554821414634465,1
