expl_RSS,h2_RSS,unexpl_RSS
1,0,0.791044383836781,1
2,0.0548967326241022,0.881665569170304,1
3,0.163355190110594,0.99996201810877,1
4,0.340739912716533,0.999970070997117,1
5,0.407010605404299,0.999973079545322,1
6,0.503655227084499,0.999977467005168,1
7,0.547786601891877,0.999979470475527,1
8,0.559154155261174,0.999979986538223,1
9,0.648897179286678,0.999984060680244,1
10,0.719972180726151,0.999987287333828,1
11,0.719972180726151,0.999987287333828,1
12,0.648897179286678,0.999984060680244,1
13,0.559154155261174,0.999979986538223,1
14,0.547786601891877,0.999979470475527,1
15,0.503655227084499,0.999977467005168,1
16,0.407010605404299,0.999973079545322,1
17,0.340739912716533,0.999970070997117,1
18,0.163355190110594,0.99996201810877,1
19,0.0548967326241022,0.881665569170304,1
20,0,0.791044383836781,1
