expl_RSS,h2_RSS,unexpl_RSS
1,0,0.883618959460362,1
2,0.458660736157199,0.67557834817556,1
3,0.626262502097116,0.704535389261833,1
4,0.69193956352575,0.780244480974908,1
5,0.765828733515947,0.769520479623832,1
6,0.805121737591331,0.8051305846491,1
7,0.834011179271988,0.834018714810678,1
8,0.834011179271988,0.834018714810678,1
9,0.805121737591331,0.8051305846491,1
10,0.765828733515947,0.769520479623832,1
11,0.69193956352575,0.780244480974908,1
12,0.626262502097116,0.704535389261833,1
13,0.458660736157199,0.67557834817556,1
14,0,0.883618959460362,1
