expl_RSS,h2_RSS,unexpl_RSS
1,0,0.641776502071971,1
2,0.144733929814764,0.93989825936437,1
3,0.239741982216066,0.999965485906329,1
4,0.297307530861993,0.999968099259548,1
5,0.444272317843145,0.990462131345428,1
6,0.470623365146869,0.999975967429037,1
7,0.533089786268688,0.999978803271421,1
8,0.584190615090486,0.999981123140139,1
9,0.613855829276771,0.999982469877637,1
10,0.6467299635693,0.99998396229327,1
11,0.6467299635693,0.99998396229327,1
12,0.613855829276771,0.999982469877637,1
13,0.584190615090486,0.999981123140139,1
14,0.533089786268688,0.999978803271421,1
15,0.470623365146869,0.999975967429037,1
16,0.444272317843145,0.990462131345428,1
17,0.297307530861993,0.999968099259548,1
18,0.239741982216066,0.999965485906329,1
19,0.144733929814764,0.93989825936437,1
20,0,0.641776502071971,1
