expl_RSS,h2_RSS,unexpl_RSS
1,0,0.869312466055824,1
2,0.113371408307481,0.864889141924742,1
3,0.290730939294751,0.880547195846772,1
4,0.386987896260967,0.936350581939823,1
5,0.456283995934136,0.978752477192149,1
6,0.55788466137078,0.969570062248312,1
7,0.654140674534278,0.987944000870186,1
8,0.695327014389349,0.999949999316198,1
9,0.727663514982541,0.99998763650401,1
10,0.748582314910842,0.999988586172943,1
11,0.748582314910842,0.999988586172943,1
12,0.727663514982541,0.99998763650401,1
13,0.695327014389349,0.999949999316198,1
14,0.654140674534278,0.987944000870186,1
15,0.55788466137078,0.969570062248312,1
16,0.456283995934136,0.978752477192149,1
17,0.386987896260967,0.936350581939823,1
18,0.290730939294751,0.880547195846772,1
19,0.113371408307481,0.864889141924742,1
20,0,0.869312466055824,1
