expl_RSS,h2_RSS,unexpl_RSS
1,0,0.999954602131297,1
2,0.0279203503405751,0.999955869655696,1
3,0.26537479298867,0.999966649581307,1
4,0.332387737223389,0.99996969182615,1
5,0.448923532751014,0.999974982302895,1
6,0.55259947702499,0.9999796889698,1
7,0.632068372379714,0.999983296688278,1
8,0.670097239751592,0.999985023117806,1
9,0.713223025122126,0.999986980936548,1
10,0.781781520960418,0.99999009334614,1
11,0.781781520960418,0.99999009334614,1
12,0.713223025122126,0.999986980936548,1
13,0.670097239751592,0.999985023117806,1
14,0.632068372379714,0.999983296688278,1
15,0.55259947702499,0.9999796889698,1
16,0.448923532751014,0.999974982302895,1
17,0.332387737223389,0.99996969182615,1
18,0.26537479298867,0.999966649581307,1
19,0.0279203503405751,0.999955869655696,1
20,0,0.999954602131297,1
