expl_RSS,h2_RSS,unexpl_RSS
1,0,0.769937593876225,1
2,0.200936120513343,0.869321036073819,1
3,0.317482080412971,0.905873680112508,1
4,0.366971715876244,0.984545146044815,1
5,0.46039051729265,0.930589506136979,1
6,0.423775438207529,0.946315935006779,1
7,0.627301199625164,0.932687456176034,1
8,0.706062441801444,0.935194283467462,1
9,0.727444424306857,0.982415707554223,1
10,0.755501097848974,0.983963642923209,1
11,0.755501097848974,0.983963642923209,1
12,0.727444424306857,0.982415707554223,1
13,0.70032910302959,0.981469663467512,1
14,0.669271660736914,0.935925155079136,1
15,0.578217521066515,0.943521400208332,1
16,0.46039051729265,0.930589506136979,1
17,0.366971715876244,0.984545146044815,1
18,0.317482080412971,0.905873680112508,1
19,0.200936120513343,0.869321036073819,1
20,0,0.769937593876225,1
