expl_RSS,h2_RSS,unexpl_RSS
1,0,0.999954602131298,1
2,0.20608453095543,0.999963957929775,1
3,0.377918936235021,0.999971758845545,1
4,0.465399902305948,0.999975730294957,1
5,0.511952901062577,0.999977843701882,1
6,0.579344238076749,0.999980903124951,1
7,0.657530933763746,0.984426904070481,1
8,0.70074842799552,0.993191579268202,1
9,0.750826331586583,0.984176998517981,1
10,0.824357398131943,0.967525826905509,1
11,0.824357398131943,0.967525826905509,1
12,0.750826331586583,0.984176998517981,1
13,0.70074842799552,0.993191579268202,1
14,0.657530933763746,0.984426904070481,1
15,0.579344238076749,0.999980903124951,1
16,0.511952901062577,0.999977843701882,1
17,0.465399902305948,0.999975730294957,1
18,0.377918936235021,0.999971758845545,1
19,0.20608453095543,0.999963957929775,1
20,0,0.999954602131298,1
