expl_RSS,h2_RSS,unexpl_RSS
1,0,0.999954602131298,1
2,0.418335499002716,0.846986318631594,1
3,0.612196829407319,0.806456953911235,1
4,0.674851430361461,0.824514599798373,1
5,0.728988700859665,0.839365150524915,1
6,0.796648305747918,0.823948419852865,1
7,0.82962677811962,0.85476470171037,1
8,0.85529804089903,0.85530461005957,1
9,0.87288809537608,0.872893865985637,1
10,0.87288809537608,0.872893865985637,1
11,0.85529804089903,0.85530461005957,1
12,0.82962677811962,0.85476470171037,1
13,0.796648305747918,0.823948419852865,1
14,0.737015664601205,0.805895371428576,1
15,0.674851430361461,0.824514599798373,1
16,0.612196829407319,0.806456953911235,1
17,0.418335499002716,0.846986318631594,1
18,0,0.999954602131298,1
