expl_RSS,h2_RSS,unexpl_RSS
1,0,0.655774690248265,1
2,0.163887385961125,0.731707686156809,1
3,0.282982365578759,0.798743732203736,1
4,0.42576115892939,0.72569354433775,1
5,0.466305701295275,0.832027254241866,1
6,0.565036522482797,0.788978648893653,1
7,0.670150413672713,0.782995610753002,1
8,0.732414220151723,0.745116592407429,1
9,0.767735114086856,0.772032618766019,1
10,0.800024573818707,0.811102990530244,1
11,0.800024573818707,0.811102990530244,1
12,0.767735114086856,0.772032618766019,1
13,0.732414220151723,0.745116592407429,1
14,0.670150413672713,0.782995610753002,1
15,0.565036522482797,0.788978648893653,1
16,0.466305701295275,0.832027254241866,1
17,0.42576115892939,0.72569354433775,1
18,0.33784566233598,0.6380694244534,1
19,0.230329825375199,0.569003867291299,1
20,0,0.655774690248265,1
