expl_RSS,h2_RSS,unexpl_RSS
1,0,0.999954602131298,1
2,0.358580899588107,0.999970880939896,1
3,0.44131765738057,0.999974637012363,1
4,0.531178777941472,0.999978716515716,1
5,0.645944415444048,0.999983926631059,1
6,0.709877842421892,0.999986829072383,1
7,0.737529653640827,0.999988084405678,1
8,0.764730492072984,0.999989319265769,1
9,0.792086984782589,0.999990561192234,1
10,0.843699589660211,0.999992904294493,1
11,0.843699589660211,0.999992904294493,1
12,0.792086984782589,0.999990561192234,1
13,0.764730492072984,0.999989319265769,1
14,0.737529653640827,0.999988084405678,1
15,0.709877842421892,0.999986829072383,1
16,0.645944415444048,0.999983926631059,1
17,0.531178777941472,0.999978716515716,1
18,0.44131765738057,0.999974637012363,1
19,0.358580899588107,0.999970880939896,1
20,0,0.999954602131298,1
